	peaksig_y	peaksig_x	closet_genes	zrfus_genes
chr2-180272748-180274184	0.478779622090128	0.494243658878466	Cables2	NO
chr2-180600407-180600980	0.280473932109004	0.0745764471551449	Col9a3	YES
chr2-180805600-180806394	0.0627721010968092	0.148605159174409	Gm14340	NO
chr2-180893700-180895084	0.25371318132165	0.452255798277131	Gm27032	NO
chr3-9513210-9514199	0.406359068971233	0.0752246279284838	Zfp704	NO
chr3-14610379-14612021	0.447369570580887	0.420405340192197	1810022K09Rik	NO
chr3-18242720-18244191	0.255094555493134	0.207031175617236	Cyp7b1	NO
chr3-19627547-19630069	0.475580610892564	0.540126592732572	1700064H15Rik	NO
chr3-19953438-19954276	0.421072893381647	0.0329281525611322	Cp	NO
chr3-27430280-27431191	0.129266543710529	0.0587700095745495	Fndc3b	NO
chr3-27983468-27984837	0.725739907402524	0.102596429458793	Pld1	NO
chr3-30594962-30595872	0.251569971262626	0.243721721165466	Actrt3	NO
chr3-31056166-31057631	0.389943652668137	0.159849940686055	Prkci	NO
chr3-32495326-32496904	0.276304894650438	0.0399214732778507	Kcnmb3	NO
chr3-35083967-35084881	0.777073541514166	0.0800136979457576	Sox2	NO
chr3-36474958-36476586	0.48588975287957	0.237407448773156	1810062G17Rik	NO
chr3-36481600-36482430	0.408688756856637	0.051900721632956	1810062G17Rik	NO
chr3-37654061-37654707	0.060114136463407	0.0692386793391189	Spry1	NO
chr3-37656965-37657411	0.0822227612782135	0.0444441576167938	Spry1	NO
chr3-37815924-37817874	0.419938963804863	0.14659571290242	Gm5148	NO
chr3-38484127-38485751	0.54107434989571	0.580643838843337	Ankrd50	NO
chr3-40949005-40951149	0.587501717120902	0.433975821883877	Larp1b	NO
chr3-51275774-51277823	0.496980375498689	0.497452980849455	Elf2	NO
chr3-53201445-53202731	0.200225333216198	0.0839661164306405	Lhfp	NO
chr3-55241785-55243828	0.363505285934003	0.398386855459946	Dclk1	NO
chr3-57735019-57737026	0.4546444291777	0.454639299142757	Rnf13	NO
chr3-62455519-62456301	0.448567146492345	0.0497091257047135	Arhgef26	NO
chr3-63870915-63871874	0.332682370973592	0.0377190294354761	Plch1	NO
chr3-65441475-65442959	0.41299502251677	0.0836188642486448	Ssr3	NO
chr3-79575338-79577039	0.595450885547401	0.0789253712100122	4930589L23Rik	NO
chr3-79627518-79629804	0.49086790318424	0.540057292256836	4930579G24Rik	NO
chr3-82875726-82877588	0.239110042065387	0.219214410084648	Rbm46	NO
chr3-83054670-83056273	0.447653691655704	0.482654529944445	Plrg1	NO
chr3-83840885-83842064	0.236606763250076	0.0924753371557165	Tlr2	NO
chr3-84252261-84253497	0.59286152778503	0.227395995598776	Trim2	NO
chr3-84269929-84271318	0.330730311639506	0.124638370434686	Trim2	NO
chr3-87907264-87907580	0.169273506264552	0.0930494203113568	Hdgf	NO
chr3-87910482-87911137	0.290228809644902	0.152086742680164	Hdgf	NO
chr3-87970106-87971936	0.528672789049711	0.276219723275251	Nes	YES
chr3-88137953-88139013	0.421365896046739	0.395452139438219	Mef2d	NO
chr3-88141814-88143616	0.526053306481203	0.536327332297206	Mef2d	NO
chr3-88177177-88178521	0.470831408524883	0.537432985073083	1700113A16Rik	NO
chr3-88488200-88488654	0.240970717347456	0.0814542903797982	Lmna	NO
chr3-88492449-88493422	0.400562153333098	0.181247371526436	Lmna	NO
chr3-88509302-88510550	0.429198703234252	0.343921381362858	Lmna	NO
chr3-88552318-88554592	0.585125259150801	0.521331058267471	Ubqln4	NO
chr3-88615644-88616236	0.151140569749141	0.066431729973896	Arhgef2	NO
chr3-89164368-89165312	0.420756833458703	0.368172615985818	Clk2	NO
chr3-89393416-89394399	0.569375493681661	0.273351312228312	Zbtb7b	NO
chr3-89417822-89419264	0.567482020458037	0.472728233942796	Cks1b	NO
chr3-89522646-89523021	0.0996677204086534	0.0916223713681895	Kcnn3	NO
chr3-89960191-89960917	0.325043975446325	0.335571597187608	Atp8b2	NO
chr3-90247526-90248908	0.478492590733854	0.423659022552852	Slc39a1	NO
chr3-90387598-90387847	0.104239964116748	0.0539062014995516	Slc27a3	NO
chr3-90412349-90413472	0.186202974350344	0.128002670672241	Ints3	NO
chr3-90555562-90557381	0.601396054830856	0.0453720407744287	S100a16	NO
chr3-94309367-94310932	0.399870520183605	0.263255862664903	Them4	NO
chr3-94371519-94372262	0.253196307299006	0.103073891311869	Rorc	NO
chr3-94372710-94373946	0.282248877733559	0.110125638116678	Rorc	NO
chr3-94412270-94414319	0.442293899333365	0.518230894391292	Tdrkh	NO
chr3-94610393-94612013	0.135845508190565	0.0957599939945915	Tuft1	NO
chr3-94836902-94838934	0.468174368332446	0.562533672333613	Pogz	NO
chr3-94953485-94955216	0.5140490836733	0.42616343259999	Rfx5	NO
chr3-95014161-95016788	0.567140672289673	0.60604171229256	Zfp687	NO
chr3-95587963-95589413	0.390813377938955	0.452955068942903	Golph3l	NO
chr3-95675502-95676113	0.20885048319114	0.105793998145338	Adamtsl4	YES
chr3-96557079-96558498	0.461548204941933	0.399513681186825	Txnip	NO
chr3-96600675-96601665	0.379099344389861	0.43891886967973	Lix1l	NO
chr3-96696033-96697809	0.621851477350135	0.321105994386258	Pias3	NO
chr3-97226536-97228404	0.640775197220146	0.48299773460827	Bcl9	NO
chr3-98318869-98319609	0.592021444173542	0.0617324874388898	Phgdh	NO
chr3-99233474-99234797	0.109341181216259	0.107699915688433	Wars2	NO
chr3-101397855-101399066	0.317785303010701	0.131676096867851	Igsf3	NO
chr3-104788333-104789544	0.465913426478337	0.140249134044203	Rhoc	NO
chr3-104793976-104794848	0.566045526627054	0.118148695326751	Rhoc	NO
chr3-104817197-104818830	0.438016660174068	0.207809319027155	Mov10	NO
chr3-104993498-104994483	0.45691928701086	0.074579055448503	Cttnbp2nl	NO
chr3-105058289-105059618	0.196436904371474	0.214283081192741	Cttnbp2nl	NO
chr3-105127803-105128286	0.0603397494420336	0.0352503663523117	4930564D02Rik	NO
chr3-105710069-105710725	0.18162756593464	0.0469734703715228	Fam212b	NO
chr3-107739955-107741276	0.463628944572448	0.109925160135854	Csf1	NO
chr3-107759466-107760944	0.432202660084446	0.216400191530945	Csf1	NO
chr3-107833412-107834661	0.59355565079093	0.129417822405135	Eps8l3	NO
chr3-107850410-107851149	0.132381340331266	0.072545711051508	Eps8l3	NO
chr3-108017218-108018840	0.537183217992735	0.273948170112122	Gstm1	NO
chr3-108200215-108200992	0.366013200153834	0.328466505426365	Cyb561d1	NO
chr3-108422849-108424786	0.360501594196298	0.323604573059749	Sars	NO
chr3-108425214-108425548	0.137129068718097	0.081880891847375	Sars	NO
chr3-108839551-108840987	0.494813409675752	0.36874869501273	Stxbp3a	NO
chr3-108857885-108858768	0.598589781460832	0.121299465026669	Fndc7	NO
chr3-108879126-108879545	0.121965788878968	0.0252512713895061	Fndc7	NO
chr3-109122375-109123921	0.281772138729281	0.183321032646368	Slc25a24	NO
chr3-115714059-115715714	0.797918523972651	0.133691382444	S1pr1	NO
chr3-116046606-116047438	0.223734712222061	0.0424591672119916	Extl2	NO
chr3-116807531-116808803	0.500647876163875	0.380458362160163	Agl	NO
chr3-121290996-121292634	0.488833476769311	0.488540138823505	Alg14	NO
chr3-121425680-121428008	0.742542895470113	0.425638813807996	Cnn3	NO
chr3-121952824-121954082	0.219931840665475	0.175132517926983	Arhgap29	NO
chr3-135437185-135439610	0.569291677853114	0.624855839700469	Ube2d3	NO
chr3-136765554-136765943	0.118498155436438	0.0399997999166533	Ppp3ca	NO
chr3-138488382-138490269	0.533859781757837	0.508393375409239	Metap1	NO
chr3-142880794-142882951	0.564010195287979	0.525303438958446	Pkn2	NO
chr3-144380903-144381280	0.285620432788566	0.0842560241555796	Hs2st1	NO
chr3-144399390-144400145	0.234374255460376	0.181480828989008	Hs2st1	NO
chr3-144506158-144506510	0.0577606791216316	0.0415063620527496	Hs2st1	NO
chr3-145884887-145886161	0.650002636748993	0.105792167311789	Ddah1	NO
chr3-145923314-145925079	0.53261252631625	0.538564801966527	Bcl10	NO
chr3-146403773-146405473	0.454439761081636	0.435354079832774	Ssx2ip	NO
chr3-152477589-152478956	0.319681736157273	0.132342040246744	Ak5	NO
chr3-152479144-152479474	0.238120891407647	0.0658626478538872	Ak5	NO
chr3-152483693-152484676	0.164268639119122	0.05197735196416	Ak5	NO
chr3-153616942-153617553	0.0844980187949255	0.0501507647141527	St6galnac3	NO
chr4-10975774-10977526	0.758328501770121	0.262654489619034	Plekhf2	NO
chr4-11006441-11008329	0.517716047066131	0.494810598504629	Plekhf2	NO
chr4-11252951-11254721	0.465509996334729	0.410981156382365	Ints8	NO
chr4-19708237-19709757	0.477473377851844	0.49659851782344	Wwp1	NO
chr4-22109396-22109851	0.0713305498411264	0.0436875603478649	Faxc	NO
chr4-31963079-31964689	0.43774841690462	0.421172881232691	Map3k7	NO
chr4-32614735-32616075	0.524691512054806	0.495683747189003	Casp8ap2	NO
chr4-33247172-33249302	0.617896766393233	0.602152147782896	Pnrc1	NO
chr4-40142258-40144054	0.508164679216017	0.517516907782222	Aco1	NO
chr4-40836927-40837948	0.160091552469297	0.0752800450595848	B4galt1	NO
chr4-40853122-40854964	0.673346031553261	0.45928223117976	B4galt1	NO
chr4-41134611-41136779	0.494905206245419	0.522223239294055	Ube2r2	NO
chr4-41464118-41465634	0.505946266419416	0.527870584453827	Kif24	NO
chr4-41470107-41471523	0.328489758011547	0.312532020328476	Nudt2	NO
chr4-41567977-41570079	0.46140724887073	0.557977855267258	Fam219a	NO
chr4-41740351-41741853	0.461211911300154	0.39842476825412	Sigmar1	NO
chr4-41754882-41756498	0.333829703626921	0.334171608750763	Galt	NO
chr4-41761615-41762888	0.176871245353726	0.145004577721724	Il11ra1	NO
chr4-42953415-42954079	0.290168037870661	0.140804568843776	Dnajb5	NO
chr4-42999500-43001038	0.511499338431091	0.547528595887173	Vcp	NO
chr4-43039188-43040581	0.453787396671863	0.490790075222199	Fam214b	NO
chr4-43492074-43494137	0.516888090151541	0.555129039497961	Ccdc107	NO
chr4-43561718-43563260	0.443161170972386	0.443290026021329	Creb3	NO
chr4-43655788-43657424	0.470444025548053	0.472376718856544	Hint2	NO
chr4-43956888-43958658	0.338464856818153	0.344841672650738	Glipr2	NO
chr4-45011518-45013217	0.562663468682486	0.589851455548647	Zbtb5	NO
chr4-45489113-45490670	0.291823110961738	0.172990496414332	Shb	YES
chr4-45510191-45510443	0.0769309849391999	0.0601258047895979	Shb	YES
chr4-45889946-45890631	0.128535842688627	0.0842773601216227	E230008N13Rik	NO
chr4-46137677-46139312	0.381656284631993	0.383370745618744	Ncbp1	NO
chr4-46303833-46305743	0.300358123581949	0.350699549964166	Foxe1	NO
chr4-47351355-47354015	0.590512359452339	0.478831065345488	Tgfbr1	NO
chr4-49149699-49150721	0.0555948590647259	0.103332916226286	Lppr1	NO
chr4-55650284-55652339	0.453907166174781	0.268042632431942	Gm12506	NO
chr4-56113074-56114240	0.431885860979318	0.0704860569514246	2310081O03Rik	NO
chr4-56864062-56865611	0.460300944272595	0.3024340514965	Ctnnal1	NO
chr4-57139336-57139765	0.275683809973563	0.0678459578994157	Epb4.1l4b	NO
chr4-57153256-57154170	0.242803488803437	0.068424359138928	Epb4.1l4b	NO
chr4-57844889-57845890	0.285644595194036	0.0553242341011739	Akap2	NO
chr4-57955409-57957478	0.594945653472374	0.448880714138103	Txn1	NO
chr4-63213778-63216836	0.488584161646463	0.252827942707134	Col27a1	NO
chr4-63233559-63233850	0.0890870022120986	0.0616628352256708	Col27a1	NO
chr4-63260518-63260936	0.139763135686312	0.0399119900748869	Col27a1	NO
chr4-63315993-63316619	0.0702858106221966	0.0502632831917822	Col27a1	NO
chr4-63402761-63403594	0.46048865528591	0.243091010558017	Akna	NO
chr4-65477056-65477552	0.120383533797823	0.0278074968401602	Astn2	NO
chr4-83524563-83526069	0.502387196581221	0.519787165070253	Ccdc171	NO
chr4-84522946-84524245	0.458519773431322	0.0750515949493187	Bnc2	NO
chr4-86747777-86749763	0.50863508088827	0.301043126968601	Dennd4c	NO
chr4-88438358-88439175	0.159233584400215	0.0957380482130501	Ptplad2	NO
chr4-89687759-89689169	0.528863245139338	0.151586225030971	Dmrta1	NO
chr4-95051261-95053965	0.668834003267508	0.567376235109412	Jun	NO
chr4-100664603-100665296	0.13968349406673	0.0867640616029175	Cachd1	NO
chr4-106650166-106651741	0.382563454602552	0.404876783298366	Pars2	NO
chr4-106785287-106786635	0.469290365851248	0.219546738239573	Acot11	NO
chr4-106847680-106849028	0.348817940021986	0.114387422291641	Gm12746	NO
chr4-107177810-107179737	0.446938477155226	0.483914948559688	Tmem59	NO
chr4-107576608-107577407	0.133760169209938	0.0552208280299033	Glis1	NO
chr4-107801392-107804072	0.525704469447878	0.485996985153487	Lrp8	NO
chr4-107922629-107923949	0.45315936214721	0.232013339964044	Cpt2	NO
chr4-109117502-109118574	0.459766340506509	0.242677069894344	Osbpl9	NO
chr4-111719351-111721313	0.38995962205064	0.13553389429408	Spata6	NO
chr4-114495746-114496371	0.0328325056926157	0.04337806293621	Trabd2b	NO
chr4-114907591-114909484	0.32110691374391	0.261199143159881	Foxd2	NO
chr4-116149835-116151206	0.377149361730095	0.281403865133353	Pomgnt1	NO
chr4-117125389-117126353	0.238581877859771	0.270553272851568	Btbd19	NO
chr4-117251265-117252595	0.49655984756564	0.323530262033119	Tmem53	NO
chr4-117914201-117915927	0.418092504827687	0.446808943848242	Ipo13	NO
chr4-118028869-118029293	0.079789685646587	0.0624301226508917	St3gal3	NO
chr4-118178978-118180880	0.500988689864258	0.544998498811578	Kdm4a	NO
chr4-119107827-119109438	0.652261847322191	0.421189068705978	Slc2a1	NO
chr4-119121274-119121596	0.114998357736886	0.0388244853350154	Slc2a1	NO
chr4-119467827-119468414	0.0427652980941701	0.10156198925258	Rimkla	NO
chr4-120148235-120149552	0.528381275588161	0.196631008981292	Hivep3	NO
chr4-120242266-120243419	0.721358440686014	0.356784889176326	Foxo6	NO
chr4-120253344-120253864	0.414010557408381	0.179264603052227	Foxo6	NO
chr4-120282305-120283418	0.672972909621519	0.382464661325656	Foxo6	NO
chr4-120380282-120381485	0.234376103910196	0.215989510280488	Scmh1	NO
chr4-122959911-122961472	0.483900254382994	0.261523609359997	Mfsd2a	NO
chr4-123283437-123284420	0.15167207187797	0.111972734692425	Pabpc4	NO
chr4-123411090-123412726	0.548151995913388	0.386895917088342	Macf1	NO
chr4-123588453-123589285	0.235158517327225	0.0786406320296914	Macf1	NO
chr4-123593836-123594880	0.230089189419472	0.0780811408052664	Macf1	NO
chr4-123903945-123905579	0.456400789403253	0.442581229292572	Mycbp	NO
chr4-124570834-124571442	0.557398156048608	0.0642181693862403	4933407E24Rik	NO
chr4-124656659-124658976	0.378875322291914	0.49770047324039	Pou3f1	NO
chr4-125114328-125115190	0.11722119735965	0.188347497441571	Meaf6	NO
chr4-125735370-125735714	0.038088992547135	0.0510215327199911	Grik3	NO
chr4-126103005-126104726	0.481607110439334	0.51465885282443	Stk40	NO
chr4-126201512-126203339	0.546154797764498	0.498546571855153	Thrap3	NO
chr4-126226641-126228145	0.231795433562196	0.205202297366673	Map7d1	NO
chr4-126261807-126262824	0.432636292411329	0.432199781203238	Trappc3	NO
chr4-126465720-126466409	0.281983749118731	0.211420255529761	Ago1	NO
chr4-126752613-126754245	0.484575873020772	0.507360769929094	Ncdn	NO
chr4-127020729-127022637	0.498712834736296	0.555295177751142	Sfpq	NO
chr4-127243139-127244396	0.383422875174164	0.395252935129652	Smim12	NO
chr4-127367994-127369147	0.133143986965565	0.219421680453522	Gjb5	NO
chr4-127980974-127981434	0.19597129976583	0.0267427620047167	Csmd2	NO
chr4-128004613-128005582	0.356543380147733	0.0369625036524278	Csmd2	NO
chr4-128217689-128218402	0.0433677862757062	0.049792880336933	Csmd2	NO
chr4-128609336-128610985	0.439920774521765	0.505371983827975	Zscan20	NO
chr4-128736882-128737578	0.48161661490356	0.0808615203435224	Phc2	NO
chr4-128839833-128840808	0.0886667768188974	0.0888249017856156	Gm12968	NO
chr4-129188582-129190824	0.545425189842447	0.534010431071401	Yars	NO
chr4-129334591-129336467	0.552476765553871	0.603458810077047	Zbtb8os	NO
chr4-129460771-129462448	0.480571863722544	0.550166643252772	Bsdc1	NO
chr4-129541684-129543236	0.552903865993809	0.384107029649799	Hdac1	NO
chr4-129639965-129641509	0.466349673557988	0.542850126945651	Txlna	NO
chr4-129966099-129966689	0.326827483521814	0.136779457793336	1700003M07Rik	NO
chr4-130519358-130520872	0.341911802139414	0.488253093784885	Nkain1	NO
chr4-131236163-131237408	0.785592129349866	0.137506919495755	A930031H19Rik	NO
chr4-132076723-132076977	0.16269966892854	0.0482708104204275	Gm10300	NO
chr4-132344777-132345980	0.382027465668256	0.315498517463184	Rcc1	NO
chr4-132509374-132510797	0.473688251327864	0.411542155556474	Sesn2	NO
chr4-133011110-133013639	0.509970101308275	0.496657131436732	Ahdc1	NO
chr4-133338506-133339981	0.441557881554799	0.498932114715822	Wdtc1	NO
chr4-133378194-133379267	0.0890535737316114	0.104721306352172	Slc9a1	NO
chr4-133479508-133480753	0.387673032922681	0.382986090013342	Fam46b	NO
chr4-133562695-133563660	0.135233709718475	0.0428528607054477	Nr0b2	NO
chr4-133613984-133614879	0.1341823959469	0.0701541682127389	Zdhhc18	NO
chr4-133728990-133730705	0.424943141278567	0.393547235861102	Arid1a	NO
chr4-133756476-133757776	0.506824645474974	0.420769513837894	Arid1a	NO
chr4-133863861-133865162	0.138330367383932	0.0766191257579661	Rps6ka1	NO
chr4-134534195-134535975	0.541526129906135	0.430670020079306	Mtfr1l	NO
chr4-134631385-134632443	0.408006100208642	0.130003011337431	Man1c1	NO
chr4-134703005-134705025	0.519497234917047	0.49785783560907	Man1c1	NO
chr4-134950335-134951071	0.215959096156221	0.139426126627142	Syf2	NO
chr4-135079705-135080782	0.210821848688517	0.0597783450087795	Gm16225	NO
chr4-135271855-135273539	0.629470574056747	0.462539213004955	Clic4	NO
chr4-135297857-135298727	0.526379860234167	0.0673812638448565	Srrm1	NO
chr4-135306610-135307721	0.119350826541713	0.0973290362733529	Srrm1	NO
chr4-135352272-135354339	0.515959538045415	0.541489561926261	Srrm1	NO
chr4-135873261-135874268	0.440997788302332	0.40905773417016	Pnrc2	NO
chr4-135964498-135964708	0.110859964081808	0.0900371965177994	Gale	NO
chr4-136020631-136022168	0.494003070358595	0.449230631823753	Tceb3	NO
chr4-136030938-136031879	0.115059098403531	0.0565228256595415	Rpl11	NO
chr4-136140251-136140631	0.423254412485923	0.148633209954981	Id3	NO
chr4-136143522-136144202	0.43454442236716	0.227960724665881	Id3	NO
chr4-136177542-136178302	0.124123645960516	0.101004209669203	E2f2	NO
chr4-136309731-136311728	0.551798246475364	0.52068926610024	Hnrnpr	NO
chr4-136649558-136649899	0.0624045906169466	0.0898753839554076	Ephb2	YES
chr4-137467883-137469630	0.674883829522238	0.342835982838972	Hspg2	NO
chr4-137706780-137707970	0.369897092259871	0.343641924208988	Rap1gap	NO
chr4-137861386-137862631	0.430673704943026	0.421432165314617	Ece1	NO
chr4-137907722-137908276	0.131006667876117	0.108527196093019	Ece1	NO
chr4-137930391-137931542	0.49439560062285	0.133729487719989	Ece1	NO
chr4-138215619-138217743	0.549630984287126	0.538189252325874	Hp1bp3	NO
chr4-138303683-138305285	0.502143209985567	0.490644432401261	Ddost	NO
chr4-139191879-139193991	0.514056543929502	0.487710172832148	Capzb	NO
chr4-139232529-139233098	0.0936710416157743	0.0538342692688829	Capzb	NO
chr4-139500645-139501231	0.094907456265816	0.077062423544394	Ubr4	NO
chr4-139580865-139581714	0.0821112377095299	0.0956463264889825	Iffo2	NO
chr4-139622165-139623462	0.437574355817305	0.4960153196848	Aldh4a1	NO
chr4-139967532-139968261	0.0889469442351412	0.0762757716766605	Klhdc7a	NO
chr4-140910562-140911201	0.141529140234582	0.0950936896098255	Padi2	NO
chr4-140914615-140915556	0.249729722227277	0.0662423130876745	Padi2	NO
chr4-140960612-140961927	0.431173547202915	0.458140024765115	Sdhb	NO
chr4-141020272-141021876	0.60599271601039	0.214203716708013	Crocc	NO
chr4-141031592-141032125	0.206140706082172	0.19608879051936	Crocc	NO
chr4-141059655-141061297	0.599666439483124	0.544431437982354	Crocc	NO
